Locality,type of property,price,area,building state,rooms,facades,kitchen type,garden,fireplace,swimming pool
1435,House,320000€,138 m²,Not specified,3,4,Not specified,1,0,0
1435,House,409000€,203 m²,Not specified,3,4,Not specified,1,0,0
3370,House,460000€,176 m²,Not specified,3,3,Hyper equipped,1,0,0
3370,House,460000€,172 m²,Not specified,3,3,Hyper equipped,1,0,0
3500,House,320000€,157 m²,As new,2,2,Installed,1,0,0
3590,House,295000€,205 m²,To renovate,4,4,Not specified,1,0,0
3210,House,495000€,395 m²,Just renovated,4,3,Installed,1,0,0
2100,House,249000€,165 m²,To be done up,4,2,Installed,1,0,0
Not specified,House,135900€,Not specified,Just renovated,2,2,Hyper equipped,1,1,0
9032,House,217500€,94 m²,To renovate,2,2,Installed,1,0,0
9850,House,495000€,280 m²,Good,5,4,Installed,1,0,0
9041,House,419000€,199 m²,Good,4,3,Installed,1,0,0
8310,House,298000€,214 m²,Not specified,4,2,Not specified,1,0,0
8300,House,1235000€,219 m²,As new,4,2,Hyper equipped,1,0,0
9910,House,420000€,200 m²,As new,4,4,Installed,1,1,0
8400,House,155000€,92 m²,To renovate,2,2,Installed,1,0,0
9300,House,185000€,125 m²,To be done up,4,2,Installed,1,0,0
8610,House,199000€,Not specified,To be done up,4,3,Semi equipped,1,1,0
Not specified,House,135000€,Not specified,Good,3,2,Installed,1,0,0
8000,House,525000€,142 m²,Not specified,4,2,Installed,1,0,0
9660,House,255638€,Not specified,Not specified,3,3,Not specified,1,0,0
9700,House,260000€,197 m²,To renovate,4,3,Not specified,1,0,0
9500,House,229000€,Not specified,Not specified,3,2,Installed,1,0,0
5140,House,279000€,228 m²,Not specified,3,2,Installed,1,1,0
9800,House,208500€,100 m²,Not specified,3,2,Not specified,1,0,0
6997,House,169000€,87 m²,Not specified,2,4,Not specified,1,0,0
9190,House,369000€,Not specified,Not specified,2,3,Installed,1,0,0
3740,House,169000€,119 m²,Good,2,4,Semi equipped,1,0,0
7700,House,159900€,140 m²,As new,4,2,Installed,1,0,0
9170,House,215000€,119 m²,Good,2,4,Installed,1,0,0
Not specified,House,300000€,Not specified,Good,4,4,Not specified,1,0,0
Not specified,House,220000€,229 m²,To be done up,4,2,Not specified,1,0,0
Not specified,House,225000€,170 m²,Just renovated,5,3,Not specified,1,0,0
9100,House,179000€,120 m²,Good,3,2,Installed,1,0,0
Not specified,House,270000€,188 m²,Good,3,2,Installed,1,0,0
2900,House,345000€,205 m²,Good,3,3,Installed,1,0,0
2550,House,255000€,117 m²,Not specified,4,1,Installed,1,0,0
Not specified,House,179000€,255 m²,To be done up,3,3,Semi equipped,1,1,0
Not specified,House,225000€,126 m²,Just renovated,3,2,Installed,1,0,0
8978,House,113650€,102 m²,Good,2,3,Installed,1,0,0
Not specified,House,180000€,249 m²,Good,2,2,Installed,1,0,0
8520,House,219000€,108 m²,Good,2,3,Not specified,1,0,0
3630,House,299000€,225 m²,Good,5,3,Installed,1,0,0
9620,House,260000€,Not specified,Good,3,2,Installed,1,0,0
8490,House,269000€,144 m²,Good,4,4,Not specified,1,0,0
4102,House,269000€,149 m²,As new,3,3,Not specified,1,0,0
3001,House,795000€,396 m²,To renovate,8,3,Not specified,1,0,0
8432,House,169000€,100 m²,To renovate,1,3,Not specified,1,0,0
9960,House,175000€,110 m²,To be done up,2,4,Not specified,1,0,0
3450,House,290000€,Not specified,Not specified,3,4,Not specified,1,0,0
Not specified,House,485000€,331 m²,Good,2,4,Semi equipped,1,0,0
1800,House,230000€,75 m²,To be done up,2,2,Semi equipped,1,0,0
3560,House,180000€,95 m²,To be done up,3,3,Semi equipped,1,0,0
1880,House,520000€,230 m²,Good,3,4,Semi equipped,1,0,0
Not specified,House,145000€,Not specified,To be done up,4,2,Not specified,1,0,0
Not specified,House,109000€,Not specified,To restore,2,2,Not specified,1,0,0
2640,House,445000€,223 m²,Good,4,3,Installed,1,0,0
Not specified,House,345000€,120 m²,As new,3,4,Installed,1,0,0
3300,House,210000€,150 m²,Not specified,3,3,Not specified,1,0,0
Not specified,House,219000€,Not specified,Just renovated,3,2,Semi equipped,1,0,0
9000,House,660000€,182 m²,As new,3,2,Hyper equipped,1,0,0
4210,House,225000€,170 m²,To renovate,5,3,Semi equipped,1,0,0
4420,House,248000€,175 m²,Just renovated,4,2,Hyper equipped,1,0,0
Not specified,House,320000€,238 m²,Not specified,4,3,Not specified,1,0,0
4050,House,120000€,113 m²,To renovate,3,2,Semi equipped,1,0,0
Not specified,House,125000€,111 m²,Not specified,4,3,Not specified,1,0,0
9820,House,389000€,143 m²,Good,2,2,Not specified,1,0,0
Not specified,House,135000€,146 m²,Just renovated,2,2,Semi equipped,1,0,0
9000,House,345000€,144 m²,As new,3,2,Installed,1,0,0
9120,House,238000€,100 m²,Just renovated,2,1,Installed,1,0,0
2140,House,345000€,150 m²,Good,4,1,Installed,1,0,0
3380,House,225000€,140 m²,To be done up,3,4,Installed,1,0,0
Not specified,House,145000€,165 m²,To be done up,3,3,Not specified,1,0,0
4031,House,149000€,120 m²,Not specified,3,2,Semi equipped,1,0,0
Not specified,House,145000€,128 m²,Good,2,2,Installed,1,0,0
8377,House,220000€,170 m²,To renovate,3,4,Not specified,1,0,0
2590,House,No reserve price,Not specified,Not specified,4,3,Not specified,1,0,0
2590,House,No reserve price,Not specified,Not specified,4,3,Not specified,1,0,0
2020,House,259000€,192 m²,Just renovated,4,2,Not specified,1,0,0
5140,House,Reserve price : 130000€,Not specified,Not specified,4,3,Installed,1,0,0
4540,House,Reserve price : 55000€,98 m²,To renovate,3,2,Not specified,1,0,0
2260,House,329000€,169 m²,As new,3,3,Hyper equipped,1,0,0
2431,House,Reserve price : 140000€,Not specified,Not specified,2,3,Installed,1,0,0
Not specified,House,519000€,252 m²,Not specified,6,2,Not installed,1,0,0
2920,House,249000€,125 m²,Just renovated,3,4,Installed,1,0,0
1400,House,285000€,115 m²,To be done up,4,3,Semi equipped,1,0,0
4860,House,229000€,117 m²,Just renovated,4,3,Installed,1,0,0
2100,House,210000€,140 m²,Not specified,3,2,Not specified,1,0,0
6760,House,120000€,Not specified,To renovate,2,2,Not specified,1,0,0
Not specified,House,215000€,123 m²,Good,3,2,Semi equipped,1,0,0
Not specified,House,300000€,125 m²,Good,3,4,Semi equipped,1,0,0
4000,House,127000€,129 m²,Not specified,2,3,Installed,1,0,0
8670,House,295000€,202 m²,Not specified,5,3,Not specified,1,0,0
Not specified,House,395000€,130 m²,Just renovated,2,4,Installed,1,0,0
9500,House,159000€,134 m²,Good,2,3,Not specified,1,0,0
9400,House,175000€,110 m²,To be done up,3,2,Semi equipped,1,0,0
5570,House,99000€,180 m²,Not specified,2,2,Not specified,1,0,0
4700,House,No reserve price,Not specified,To renovate,4,2,Not specified,1,0,0
4820,House,370000€,174 m²,Good,4,4,Installed,1,1,0
Not specified,House,850000€,525 m²,Not specified,4,4,Installed,1,0,0
Not specified,House,320000€,460 m²,Not specified,5,2,Installed,1,0,0
Not specified,House,478900€,253 m²,Not specified,3,4,Not specified,1,0,0
Not specified,House,249000€,Not specified,Not specified,3,2,Not specified,1,0,0
Not specified,House,162900€,Not specified,Not specified,4,3,Not specified,1,0,0
Not specified,House,250000€,243 m²,Not specified,4,2,Not specified,1,0,0
6740,House,330000€,196 m²,Not specified,3,3,Not installed,1,0,0
1495,House,50000€ + 1375€ per month,198 m²,To be done up,3,3,Installed,1,0,0
2300,House,298000€,Not specified,Not specified,3,2,Installed,1,0,0
1460,House,310000€,237 m²,As new,3,3,Hyper equipped,1,1,0
7950,House,145000€,Not specified,Good,2,3,Not specified,1,0,0
7800,House,285000€,Not specified,Good,4,2,Installed,1,0,0
5590,House,180000€,112 m²,To renovate,3,4,Semi equipped,1,0,0
2170,House,210000€,Not specified,To be done up,3,2,Not specified,1,0,0
1420,House,Reserve price : 99000€,100 m²,To restore,3,2,Not specified,1,0,0
7012,House,182000€,Not specified,As new,4,4,Installed,1,0,0
7711,House,145000€,124 m²,Good,2,2,Not specified,1,0,0
6670,House,Reserve price : 35000€,Not specified,To renovate,4,4,Not specified,1,0,0
6140,House,80000€,107 m²,To be done up,2,3,Not installed,1,0,0
4030,House,154000€,105 m²,Not specified,2,2,Installed,1,0,0
8800,House,750000€,486 m²,As new,5,4,Installed,1,0,0
1370,House,240000€,85 m²,As new,Not specified,4,Installed,1,0,0
4730,House,445000€,106 m²,Not specified,3,4,Hyper equipped,1,0,0
Not specified,House,279000€,140 m²,As new,3,4,Installed,1,0,0
Not specified,House,260000€,150 m²,Good,3,2,Semi equipped,1,0,0
Not specified,House,155000€,93 m²,Not specified,3,3,Not specified,1,0,0
8000,House,365000€,Not specified,As new,3,4,Installed,1,0,0
9130,House,229000€,115 m²,Just renovated,3,2,Hyper equipped,1,0,0
6820,House,110000€,Not specified,To be done up,3,2,Not specified,1,0,0
6061,House,120000€,Not specified,Good,3,2,Not specified,1,0,0
Not specified,House,599000€,180 m²,Just renovated,4,4,Not specified,1,1,0
7110,House,155000€,Not specified,Not specified,3,3,Not specified,1,0,0
2530,House,239000€,120 m²,To renovate,3,2,Semi equipped,1,0,0
4000,House,110000€,141 m²,To renovate,3,2,Not specified,1,0,0
3360,House,245000€,Not specified,Not specified,3,4,Not specified,1,0,0
6010,House,80000€,107 m²,Not specified,2,2,Not specified,1,0,0
6823,House,95000€,160 m²,Not specified,3,3,Not specified,1,0,0
1730,House,307500€,136 m²,Not specified,3,2,Not specified,1,0,0
8450,House,339000€,150 m²,As new,3,3,Installed,1,1,0
1730,House,342000€,136 m²,As new,3,3,Not installed,1,0,0
1730,House,342000€,136 m²,As new,3,3,Not specified,1,0,0
8930,House,175000€,Not specified,To be done up,4,2,Not specified,1,0,0
8200,House,349000€,191 m²,As new,5,4,Hyper equipped,1,0,0
6820,House,75000€,173 m²,To renovate,3,4,Not specified,1,0,0
Not specified,House,3200000€,800 m²,Not specified,5,4,Installed,1,0,0
6001,House,325000€,215 m²,As new,4,3,Hyper equipped,1,0,0
8000,House,349000€,191 m²,As new,5,3,Hyper equipped,1,0,0
8560,House,295000€,322 m²,Good,5,2,Not specified,1,0,0
8900,House,215000€,Not specified,To renovate,1,4,Semi equipped,1,0,0
Not specified,House,1475000€,500 m²,Not specified,7,4,Not specified,1,0,0
6220,House,225000€,115 m²,Good,3,4,Semi equipped,1,0,0
1853,House,395000€,160 m²,Just renovated,5,2,Installed,1,0,0
Not specified,House,585000€,225 m²,Good,6,2,USA installed,1,1,0
Not specified,House,130000€,95 m²,Not specified,3,2,Installed,1,0,0
Not specified,House,185000€,175 m²,Good,3,3,Semi equipped,1,0,0
Not specified,House,209000€,195 m²,Just renovated,4,2,Installed,1,0,0
6970,House,380000€,Not specified,As new,4,4,Installed,1,0,0
Not specified,House,250000€,165 m²,Not specified,2,4,Not specified,1,0,0
Not specified,House,165000€,140 m²,To renovate,4,3,Not installed,1,0,0
9930,House,398000€,Not specified,Not specified,4,3,Installed,1,0,0
9900,House,295000€,140 m²,Not specified,2,2,Installed,1,0,0
Not specified,House,110000€,120 m²,To be done up,2,3,Not installed,1,0,0
3550,House,185000€,146 m²,To renovate,3,4,Semi equipped,1,0,0
3580,House,215000€,120 m²,Good,3,4,Semi equipped,1,0,0
2650,House,429000€,176 m²,Just renovated,3,2,Installed,1,0,0
9971,House,437000€,236 m²,To renovate,3,4,Semi equipped,1,0,0
7880,House,460000€,355 m²,Good,4,4,Semi equipped,1,0,0
Not specified,House,137000€,Not specified,Not specified,4,2,Not specified,1,0,0
Not specified,House,187000€,Not specified,Just renovated,3,2,Not specified,1,1,0
8434,House,150000€,58 m²,Good,2,3,Installed,1,0,0
Not specified,House,269000€,Not specified,Not specified,5,3,Not specified,1,0,0
2800,House,278000€,103 m²,Just renovated,2,2,Installed,1,0,0
8620,House,288000€,135 m²,Not specified,3,2,Semi equipped,1,0,0
9500,House,225000€,185 m²,As new,3,2,Installed,1,0,0
Not specified,House,274666€,Not specified,Not specified,3,3,Installed,1,0,0
2200,House,365000€,214 m²,As new,4,2,Installed,1,0,0
Not specified,House,1250000€,730 m²,As new,10,4,USA hyper equipped,1,1,0
4950,House,495000€,399 m²,Not specified,6,4,Not specified,1,0,0
4910,House,320000€,120 m²,Not specified,2,4,Installed,1,0,0
Not specified,House,645000€,170 m²,Just renovated,9,2,Not specified,1,0,0
Not specified,House,250000€,400 m²,To be done up,5,4,Not specified,1,0,0
7971,House,135000€,Not specified,To renovate,2,2,Not specified,1,0,0
7830,House,550000€,260 m²,Good,7,4,Semi equipped,1,0,0
4960,House,279000€,170 m²,Not specified,4,1,Installed,1,0,0
2060,House,370000€,154 m²,Not specified,4,2,Not specified,1,0,0
2650,House,480000€,150 m²,As new,3,3,Installed,1,1,0
6700,House,Reserve price : 210000€,Not specified,To renovate,5,2,Not specified,1,0,0
7080,House,135000€,Not specified,To be done up,3,4,Installed,1,0,0
2480,House,283000€,Not specified,As new,3,4,Not specified,1,0,0
Not specified,House,270000€,125 m²,Not specified,3,4,Installed,1,0,0
9185,House,330000€,150 m²,Good,3,3,Not specified,1,0,0
8460,House,120000€,Not specified,To renovate,2,3,Not specified,1,0,0
Not specified,House,395000€,222 m²,As new,2,3,Installed,1,0,0
9800,House,545000€,261 m²,Good,3,4,Not specified,1,0,0
9090,House,399000€,258 m²,Good,3,2,Not specified,1,1,0
8400,House,199000€,Not specified,Good,2,2,Installed,1,0,0
8800,House,176500€,197 m²,Good,3,3,Installed,1,0,0
Not specified,House,470000€,190 m²,Not specified,3,4,Installed,1,0,0
Not specified,House,395000€,135 m²,Not specified,3,4,Installed,1,0,0
8554,House,155000€,Not specified,To renovate,1,3,Not specified,1,0,0
4620,House,Reserve price : 270000€,303 m²,Good,8,3,Installed,1,1,0
9402,House,259000€,Not specified,As new,3,2,USA installed,1,0,0
9400,House,259000€,Not specified,As new,3,2,USA installed,1,0,0
2100,House,198000€,104 m²,Just renovated,3,2,Installed,1,0,0
6983,House,115000€,141 m²,Good,4,3,Installed,1,0,0
7730,House,Reserve price : 350000€,468 m²,As new,5,4,Installed,1,0,0
Not specified,House,343000€,122 m²,As new,4,3,Installed,1,0,0
2330,House,375000€,188 m²,Good,4,4,Installed,1,0,0
6590,House,60000€,Not specified,Not specified,3,2,Not specified,1,0,0
Not specified,House,155000€,137 m²,To be done up,3,4,Not specified,1,0,0
2980,House,50000€ + 1775€ per month,Not specified,Good,3,4,Installed,1,0,0
7500,House,160000€,Not specified,Good,3,3,Installed,1,0,0
Not specified,House,135000€,120 m²,Not specified,3,2,Not specified,1,0,0
6596,House,190000€,Not specified,Not specified,5,4,Not specified,1,0,0
8400,House,Reserve price : 150000€,Not specified,Not specified,3,2,Installed,1,0,0
9400,House,170000€,Not specified,Not specified,3,2,Installed,1,0,0
6767,House,285000€,175 m²,Good,3,4,Installed,1,1,0
Not specified,House,360000€,160 m²,Good,4,2,Installed,1,0,0
3530,House,465000€,Not specified,Not specified,3,4,Hyper equipped,1,0,0
1770,House,249000€,115 m²,As new,3,3,Semi equipped,1,0,0
Not specified,House,249500€,Not specified,Not specified,2,4,Installed,1,0,0
2180,House,Reserve price : 133000€,Not specified,Not specified,2,2,Not specified,1,0,0
Not specified,House,289000€,260 m²,Not specified,5,4,Not specified,1,0,0
Not specified,House,189000€,110 m²,Not specified,3,3,Installed,1,0,0
8690,House,Reserve price : 129000€,Not specified,Not specified,4,2,Installed,1,0,0
2460,House,Reserve price : 250000€,Not specified,Not specified,3,3,Installed,1,0,0
Not specified,House,169000€,145 m²,Good,3,2,Installed,1,0,0
5660,House,95000€,Not specified,Not specified,4,2,Not specified,1,0,0
8880,House,325000€,150 m²,As new,3,3,Hyper equipped,1,0,0
2350,House,365000€,168 m²,Just renovated,3,4,Installed,1,0,0
6880,House,120000€,Not specified,Just renovated,2,2,Not specified,1,0,0
8200,House,320000€,Not specified,Good,4,4,Installed,1,0,0
2260,House,Reserve price : 300000€,Not specified,Not specified,3,4,Installed,1,0,0
3060,House,Reserve price : 110000€,Not specified,Not specified,3,3,Not specified,1,0,0
7350,House,75000€,Not specified,To renovate,2,3,Not specified,1,0,0
4041,House,395000€,300 m²,As new,6,4,Hyper equipped,1,1,0
8670,House,475000€,215 m²,As new,3,2,Hyper equipped,1,0,0
3150,House,Reserve price : 245000€,Not specified,To renovate,4,4,Not specified,1,0,0
Not specified,House,165000€,120 m²,Not specified,3,2,Installed,1,0,0
3583,House,277500€,175 m²,Not specified,3,3,Not specified,1,0,0
5660,House,152000€,110 m²,As new,3,2,Hyper equipped,1,1,0
5590,House,295000€,Not specified,Not specified,6,3,Not specified,1,0,0
8560,House,279000€,Not specified,Not specified,3,3,Installed,1,0,0
9160,House,Reserve price : 100000€,Not specified,Not specified,2,2,Not specified,1,0,0
9667,House,349000€,200 m²,As new,3,3,Installed,1,1,0
3140,House,415000€,200 m²,Just renovated,3,4,Installed,1,1,0
2990,House,299000€,130 m²,To be done up,3,4,Semi equipped,1,0,0
3053,House,Reserve price : 175000€,Not specified,Not specified,2,3,Installed,1,0,0
Not specified,House,685000€,315 m²,To renovate,5,4,Not specified,1,0,0
9100,House,Reserve price : 150000€,Not specified,Not specified,3,2,Not specified,1,0,0
Not specified,House,162500€,161 m²,Not specified,3,3,Not specified,1,0,0
6040,House,220000€,210 m²,As new,3,2,Installed,1,0,0
5620,House,170000€,235 m²,Just renovated,4,2,Not installed,1,0,0
Not specified,House,139000€,118 m²,As new,3,2,Not specified,1,0,0
Not specified,House,2195000€,470 m²,Not specified,5,4,Not specified,1,0,0
Not specified,House,160000€,200 m²,Good,3,2,Not specified,1,0,0
1200,House,595000€,130 m²,As new,3,3,USA hyper equipped,1,0,0
Not specified,House,550000€,Not specified,As new,4,4,Installed,1,0,0
6700,House,290000€,90 m²,To renovate,2,4,Not installed,1,0,0
3700,House,89000€,84 m²,To renovate,2,2,Not installed,1,0,0
9550,House,402405€,124 m²,As new,3,3,Hyper equipped,1,0,0
9550,House,376773€,123 m²,As new,3,3,Hyper equipped,1,0,0
9550,House,416755€,160 m²,As new,4,3,Hyper equipped,1,0,0
9550,House,414189€,120 m²,As new,4,3,Hyper equipped,1,0,0
7390,House,139000€,115 m²,As new,3,2,Not specified,1,0,0
6180,House,145000€,Not specified,Good,3,2,Not specified,1,0,0
2660,House,209000€,160 m²,Not specified,4,2,Not specified,1,0,0
2660,House,259000€,Not specified,Not specified,4,2,Not specified,1,0,0
2845,House,240000€,180 m²,Not specified,2,3,USA installed,1,0,0
Not specified,House,289000€,142 m²,Good,4,4,Not specified,1,0,0
